,Fase,Gênero,Instituição de ensino,IAA,IEG,IPS,IDA,Matem,Portug,Inglês,IPV,IAN,Idade,IPP,Defasagem,Status_entrada,INDE
2462,3,Masculino,Pública,7.5,4.5,0.025,6.3,5.0,7.5,6.5,4.2,10.0,13.0,4.2,0.0,0,5.42534133
2463,3,Feminino,Pública,8.8,7.7,0.08800000000000001,3.5,4.0,3.5,3.0,5.6,5.0,14.0,6.1,-1.0,0,6.231045707
2465,3,Feminino,Pública,9.2,9.9,0.08800000000000001,8.5,8.5,7.0,10.0,9.1,10.0,11.0,9.1,1.0,0,9.189883333
2466,3,Masculino,Privada,10.0,8.8,0.081,7.7,9.0,5.5,8.5,8.5,10.0,11.0,9.1,1.0,0,8.72863254
2485,3,Feminino,Pública,8.3,5.6,0.05,5.8,4.0,6.0,7.5,7.0,5.0,14.0,7.7,-1.0,0,6.293175689
2487,3,Masculino,Pública,0.0,7.7,0.069,2.0,0.0,6.0,0.0,6.4,10.0,12.0,6.4,0.0,0,5.543865741
2522,3,Masculino,Pública,7.9,6.2,0.075,7.0,4.5,7.0,9.5,6.7,5.0,15.0,7.7,-1.0,0,6.782158333
2514,3,Feminino,Pública,8.3,8.1,0.1,3.8,2.5,3.5,5.5,6.6,10.0,14.0,7.8,0.0,0,7.332483333
2507,3,Feminino,Pública,6.2,4.6,0.075,5.0,5.0,4.0,6.0,5.8,10.0,12.0,6.6,1.0,0,6.116032816
2508,3,Masculino,Pública,9.2,3.8,0.081,3.7,3.5,3.5,4.0,5.4,10.0,13.0,7.2,0.0,0,6.01721501
2510,3,Feminino,Pública,8.8,9.6,0.025,6.8,7.0,6.5,7.0,8.7,10.0,12.0,8.9,1.0,0,8.046787112
2512,3,Masculino,Pública,10.0,2.8,0.069,4.3,5.0,4.0,4.0,5.0,5.0,14.0,5.0,-1.0,0,5.111470186
2515,3,Masculino,Pública,7.9,9.2,0.075,8.0,7.0,7.0,10.0,6.7,5.0,14.0,7.3,-1.0,0,7.566075
2505,3,Masculino,Pública,10.0,5.7,0.081,3.2,1.0,2.5,6.0,4.7,10.0,13.0,6.3,0.0,0,6.158158974
2516,3,Masculino,Pública,7.5,7.1,0.075,4.7,4.0,4.0,6.0,5.6,10.0,12.0,6.7,1.0,0,6.649708333
2517,3,Masculino,Pública,8.3,6.1,0.075,3.7,2.5,4.5,4.0,6.1,5.0,15.0,6.7,-2.0,0,5.940775
2518,3,Masculino,Pública,8.8,9.5,0.075,7.5,8.0,5.0,9.5,7.2,10.0,13.0,8.0,0.0,0,8.269703758
2519,3,Feminino,Privada - Programa de Apadrinhamento,10.0,9.2,0.075,5.8,5.0,3.5,9.0,9.1,10.0,13.0,8.8,0.0,0,8.465533333
2520,3,Masculino,Pública,9.2,9.5,0.08800000000000001,5.0,6.0,3.5,5.5,6.8,10.0,13.0,7.8,0.0,0,7.83905
2521,3,Feminino,Pública,8.8,6.2,0.025,2.5,1.0,3.5,3.0,6.8,10.0,13.0,7.5,0.0,0,5.9731
2504,3,Masculino,Pública,9.2,3.8,0.081,3.0,2.5,4.0,2.5,4.3,5.0,16.0,6.1,-2.0,0,5.048054503
2488,3,Masculino,Pública,7.1,5.6,0.075,4.7,0.0,7.0,7.0,7.5,10.0,12.0,7.7,1.0,0,6.771708626
2495,3,Feminino,Pública,9.2,7.0,0.081,6.8,6.0,6.0,8.5,7.0,10.0,12.0,7.2,0.0,0,7.622153175
2489,3,Masculino,Privada,9.6,9.5,0.055999999999999994,5.3,4.0,3.5,8.5,7.0,10.0,14.0,7.3,0.0,0,7.617803571
2490,3,Masculino,Pública,7.9,6.6,0.075,5.2,6.0,7.0,2.5,5.8,10.0,13.0,6.6,0.0,0,6.715437329
2492,3,Feminino,Pública,9.2,6.4,0.025,6.0,6.0,4.5,7.5,7.2,10.0,13.0,8.3,0.0,0,6.918152273
2493,3,Feminino,Privada - Programa de Apadrinhamento,9.6,10.0,0.025,6.7,6.0,6.0,8.0,8.4,10.0,12.0,8.6,0.0,0,8.077708333
2496,3,Masculino,Pública,9.6,7.6,0.075,6.3,3.5,7.5,8.0,7.4,10.0,14.0,7.8,0.0,0,7.765283138
2503,3,Masculino,Pública,7.9,3.3,0.081,5.2,5.0,5.5,5.0,5.5,5.0,16.0,6.6,-2.0,0,5.545864286
2497,3,Masculino,Pública,9.6,9.8,0.075,7.7,6.0,8.0,9.0,7.8,10.0,12.0,7.8,1.0,0,8.547495614
2498,3,Masculino,Pública,7.5,7.7,0.081,8.7,8.5,8.0,9.5,8.9,10.0,12.0,8.9,0.0,0,8.507902778
2499,3,Feminino,Pública,9.2,9.5,0.025,7.3,6.0,7.5,8.5,8.2,10.0,12.0,8.4,0.0,0,8.016478571
2500,3,Masculino,Pública,7.5,7.8,0.075,2.3,3.0,2.0,2.0,5.1,10.0,14.0,5.5,0.0,0,6.108547515
2501,3,Feminino,Pública,8.8,5.8,0.075,3.5,1.0,3.5,6.0,6.7,10.0,14.0,7.3,0.0,0,6.574456251
2502,3,Masculino,Pública,8.3,5.4,0.075,0.0,0.0,0.0,0.0,7.5,10.0,13.0,7.7,0.0,0,5.936272086
2595,3,Feminino,Pública,7.1,7.8,0.094,3.8,3.0,4.5,4.0,6.9,10.0,14.0,6.8,0.0,0,7.030554592
2509,3,Feminino,Pública,8.8,6.5,0.081,3.9,1.5,5.0,5.3,6.2,10.0,13.0,7.0,0.0,0,6.720564959
2668,4,Masculino,Pública,8.3,4.5,0.063,3.2,2.0,5.5,2.0,6.8,10.0,13.0,6.4,1.0,0,5.979482935
2689,4,Feminino,Privada - Programa de Apadrinhamento,6.7,9.5,0.05,8.8,9.5,8.0,9.0,9.0,10.0,15.0,9.2,0.0,0,8.545295238
2690,4,Feminino,Pública,8.8,7.7,0.063,4.5,6.5,7.0,0.0,7.7,5.0,16.0,7.7,-1.0,0,6.757026587
2692,4,Feminino,Privada - Programa de Apadrinhamento,8.8,9.5,0.055999999999999994,7.8,7.5,7.0,9.0,9.1,10.0,14.0,8.4,0.0,0,8.568424074
2693,4,Feminino,Pública,9.2,7.2,0.063,5.5,4.0,4.5,8.0,8.3,10.0,14.0,7.5,1.0,0,7.492006349
2695,4,Feminino,Pública,9.2,7.9,0.063,4.5,1.5,4.0,8.0,6.4,10.0,14.0,6.9,0.0,0,6.98083374
2696,4,Masculino,Pública,7.1,6.6,0.05,5.0,1.0,8.0,6.0,7.1,5.0,16.0,6.8,-2.0,0,6.125104329
2697,4,Feminino,Pública,8.8,6.4,0.055999999999999994,6.7,4.0,10.0,6.0,8.5,2.5,17.0,7.9,-3.0,0,6.782180869
2698,4,Masculino,Pública,9.2,6.3,0.055999999999999994,3.0,2.0,3.0,4.0,6.4,5.0,16.0,6.8,-1.0,0,5.805712281
2699,4,Masculino,Pública,9.2,8.6,0.075,5.8,1.0,8.0,8.5,8.5,10.0,13.0,7.9,1.0,0,8.036024387
2700,4,Feminino,Pública,8.3,8.9,0.05,4.7,6.0,8.0,0.0,8.9,5.0,15.0,8.0,-1.0,0,7.119011111
2701,4,Feminino,Pública,7.5,8.6,0.075,7.5,5.0,9.5,8.0,7.9,10.0,14.0,7.6,0.0,0,8.072200721
2702,4,Feminino,Pública,7.5,7.8,0.075,2.0,6.0,0.0,0.0,7.5,10.0,13.0,7.1,1.0,0,6.677713564
2687,4,Feminino,Pública,7.5,9.7,0.055999999999999994,9.0,9.0,8.0,10.0,9.4,10.0,13.0,8.1,1.0,0,8.749111111
2676,4,Masculino,Pública,8.3,6.7,0.055999999999999994,5.3,1.0,7.0,8.0,6.5,10.0,14.0,5.3,1.0,0,6.627336017
2670,4,Feminino,Pública,9.2,7.3,0.063,5.0,2.0,5.5,7.5,7.6,10.0,13.0,6.9,1.0,0,7.209434085
2684,4,Masculino,Pública,8.3,6.5,0.075,6.8,4.0,6.5,10.0,7.9,5.0,17.0,7.7,-2.0,0,7.102321296
2678,4,Feminino,Pública,0.0,8.3,0.063,4.3,0.0,5.0,8.0,8.6,10.0,14.0,7.8,0.0,0,6.64648574
2679,4,Feminino,Pública,9.2,6.8,0.063,7.5,5.0,7.5,10.0,8.6,10.0,15.0,7.1,0.0,0,7.838218895
2704,4,Feminino,Pública,7.5,6.3,0.075,4.3,1.0,7.0,5.0,5.8,5.0,16.0,6.8,-1.0,0,5.965307936
2705,4,Feminino,Pública,8.8,9.7,0.075,7.0,7.5,5.5,8.0,8.5,10.0,15.0,7.9,0.0,0,8.448920635
2732,4,Masculino,Pública,9.2,8.9,0.055999999999999994,5.0,3.0,4.0,8.0,7.6,10.0,14.0,7.5,0.0,0,7.534949123
2728,4,Feminino,Pública,8.3,9.6,0.075,3.3,2.0,6.0,2.0,7.2,10.0,14.0,7.3,0.0,0,7.341187281
2729,4,Feminino,Pública,8.8,7.8,0.055999999999999994,4.0,3.0,6.0,3.0,7.8,5.0,15.0,7.8,-1.0,0,6.630481579
2730,4,Feminino,Privada,7.1,9.1,0.055999999999999994,4.8,3.5,7.0,4.0,7.4,10.0,14.0,7.3,0.0,0,7.279762963
2731,4,Feminino,Pública,8.3,8.5,0.063,7.3,8.0,6.0,8.0,8.1,10.0,14.0,8.0,0.0,0,8.04437807
2733,4,Feminino,Pública,0.0,5.9,0.075,6.8,6.5,6.5,7.5,7.6,5.0,15.0,7.5,-1.0,0,6.07687037
2724,4,Feminino,Pública,8.3,8.4,0.075,8.8,9.0,10.0,7.5,8.3,10.0,14.0,8.4,0.0,0,8.533628558
2734,4,Feminino,Pública,8.3,5.9,0.055999999999999994,5.0,4.5,7.0,3.5,7.9,10.0,13.0,7.5,1.0,0,6.905439216
2735,4,Feminino,Pública,9.2,7.5,0.075,9.0,10.0,9.0,8.0,8.2,10.0,15.0,8.0,0.0,0,8.410830702
2736,4,Masculino,Pública,8.3,9.8,0.075,7.8,9.5,6.5,7.5,8.8,10.0,15.0,8.1,0.0,0,8.679478947
2737,4,Feminino,Pública,7.5,3.1,0.063,4.2,3.0,3.5,6.0,6.1,10.0,14.0,6.4,0.0,0,5.683064815
2598,3,Feminino,Pública,9.2,10.0,0.075,5.8,8.5,4.5,4.5,7.7,10.0,12.0,8.1,0.0,0,8.180966667
2725,4,Masculino,Pública,8.3,7.6,0.063,3.7,2.0,5.0,4.0,7.9,10.0,15.0,8.0,0.0,0,7.087512817
2723,4,Feminino,Pública,9.6,8.0,0.075,3.3,3.5,4.0,2.5,6.5,10.0,15.0,7.0,0.0,0,6.981130848
2706,4,Feminino,Pública,8.8,6.9,0.063,4.3,2.5,5.5,5.0,8.5,10.0,13.0,7.3,1.0,0,7.169905291
2707,4,Masculino,Privada,7.9,4.9,0.075,4.2,1.0,4.5,7.0,6.3,5.0,17.0,7.0,-2.0,0,5.806145462
2708,4,Feminino,Pública,8.8,9.1,0.055999999999999994,7.2,7.5,6.0,8.0,9.3,5.0,16.0,8.5,-2.0,0,7.894385711
2711,4,Feminino,Privada - Programa de Apadrinhamento,9.2,9.6,0.069,9.2,10.0,7.5,10.0,9.0,10.0,14.0,9.0,0.0,0,9.049892593
2715,4,Masculino,Pública,8.8,9.0,0.055999999999999994,7.5,8.0,8.5,6.0,7.6,5.0,15.0,7.8,-1.0,0,7.526188207
2716,4,Feminino,Pública,7.9,7.9,0.044000000000000004,4.8,3.5,7.0,4.0,8.0,5.0,15.0,7.7,-1.0,0,6.643003019
2718,4,Feminino,Pública,8.8,9.7,0.055999999999999994,4.8,1.0,8.0,5.5,8.2,5.0,15.0,7.8,-1.0,0,7.25285
2719,4,Feminino,Pública,7.9,9.1,0.05,6.8,5.5,9.0,6.0,7.5,10.0,15.0,7.3,0.0,0,7.729811842
2721,4,Feminino,Pública,7.5,10.0,0.063,5.5,5.0,6.0,5.5,7.3,5.0,16.0,7.3,-1.0,0,7.167975
2710,4,Feminino,Pública,9.2,7.7,0.075,5.2,4.0,6.5,5.0,7.6,10.0,14.0,7.1,0.0,0,7.480115873
2667,4,Masculino,Pública,9.6,5.4,0.055999999999999994,1.0,0.0,2.0,1.0,3.5,5.0,16.0,3.5,-1.0,0,4.363946336
2623,3,Feminino,Pública,9.6,9.1,0.038,4.0,2.0,5.0,5.0,7.0,10.0,12.0,7.2,0.0,0,7.08259127
2617,3,Feminino,Pública,7.9,5.3,0.025,3.8,1.0,4.5,6.0,6.2,10.0,12.0,6.7,0.0,0,5.769380764
2618,3,Feminino,Pública,8.3,9.1,0.075,8.5,10.0,8.0,7.5,7.3,10.0,12.0,8.1,0.0,0,8.390566667
2620,3,Masculino,Pública,8.8,3.7,0.069,4.0,3.0,4.0,5.0,6.8,5.0,15.0,7.0,-1.0,0,5.680161508
2622,3,Masculino,Pública,9.2,5.6,0.081,3.5,1.0,2.5,7.0,6.7,5.0,15.0,7.0,-2.0,0,6.095440873
2615,3,Masculino,Pública,8.3,6.4,0.025,3.7,2.0,5.0,4.0,6.0,5.0,14.0,6.3,-1.0,0,5.410188638
2626,3,Feminino,Pública,8.8,6.0,0.08800000000000001,3.7,5.5,4.0,1.5,7.3,10.0,14.0,8.3,0.0,0,6.985329692
2627,3,Feminino,Pública,8.8,4.5,0.081,1.7,1.0,2.0,2.0,6.4,5.0,14.0,7.5,-1.0,0,5.458179832
2628,3,Feminino,Pública,8.8,9.5,0.08800000000000001,5.2,6.5,4.5,4.5,7.9,10.0,13.0,8.3,0.0,0,8.103217647
2629,3,Feminino,Pública,7.1,9.4,0.075,6.5,9.0,6.0,4.5,8.9,10.0,13.0,9.2,0.0,0,8.331124561
2630,3,Feminino,Pública,7.5,10.0,0.08800000000000001,6.8,8.0,4.0,8.5,7.2,10.0,14.0,8.1,0.0,0,8.2386
2616,3,Masculino,Pública,7.9,8.7,0.075,4.0,3.0,6.0,3.0,7.4,10.0,14.0,7.8,0.0,0,7.341624603
2632,3,Feminino,Pública,8.8,9.6,0.069,7.5,8.0,4.5,10.0,7.1,10.0,13.0,8.1,0.0,0,8.207433333
2604,3,Masculino,Pública,7.9,8.4,0.081,4.8,6.5,4.0,4.0,6.4,10.0,14.0,6.9,0.0,0,7.218157143
2599,3,Masculino,Pública,9.2,7.1,0.081,6.8,9.0,5.5,6.0,5.7,10.0,12.0,6.9,0.0,0,7.360417647
2666,4,Masculino,Pública,9.2,7.4,0.075,6.8,5.0,8.0,7.5,8.8,10.0,14.0,7.6,0.0,0,8.052795331
2601,3,Masculino,Pública,8.8,6.3,0.081,4.3,7.5,3.5,2.0,5.3,10.0,12.0,6.9,0.0,0,6.563952941
2602,3,Feminino,Pública,9.6,7.7,0.075,5.7,8.5,3.5,5.0,6.3,5.0,14.0,7.2,-1.0,0,6.864053922
2603,3,Masculino,Pública,8.3,9.6,0.075,7.3,8.0,6.0,8.0,6.3,5.0,15.0,6.9,-1.0,0,7.4019
2612,3,Masculino,Pública,10.0,9.3,0.075,6.2,9.0,4.5,5.0,7.7,5.0,14.0,8.3,-1.0,0,7.715491667
2607,3,Masculino,Pública,10.0,7.8,0.075,7.2,9.0,5.5,7.0,5.8,2.5,16.0,6.9,-3.0,0,6.852411485
2609,3,Feminino,Pública,7.9,9.0,0.069,4.2,0.0,6.0,6.5,7.9,10.0,12.0,8.3,0.0,0,7.515491249
2610,3,Feminino,Pública,4.6,4.7,0.025,3.3,4.0,6.0,0.0,6.1,10.0,13.0,6.9,0.0,0,5.228470175
2611,3,Feminino,Pública,8.3,7.6,0.081,3.5,1.0,4.5,5.0,7.5,10.0,11.0,8.3,1.0,0,7.183752652
2631,3,Feminino,Pública,9.2,6.0,0.075,4.2,5.0,3.5,4.0,6.1,10.0,13.0,7.5,0.0,0,6.668152941
2614,3,Masculino,Pública,8.3,6.2,0.075,4.7,5.0,3.0,6.0,7.0,10.0,12.0,7.5,1.0,0,6.906276358
2649,3,Feminino,Privada - Programa de Apadrinhamento,9.6,9.4,0.075,8.7,9.0,7.0,10.0,8.2,10.0,12.0,9.0,1.0,0,8.860253968
2651,4,Feminino,Pública,8.3,10.0,0.1,6.0,2.0,6.0,10.0,8.7,5.0,15.0,8.6,-1.0,0,8.1371
2653,4,Feminino,Privada,9.2,9.0,0.063,9.3,10.0,9.0,9.0,8.7,10.0,14.0,8.9,1.0,0,8.832389092
2654,4,Feminino,Pública,7.5,7.2,0.055999999999999994,8.2,8.0,7.0,9.5,7.7,10.0,13.0,8.0,1.0,0,7.711540746
2657,4,Masculino,Privada - Programa de Apadrinhamento,9.6,7.6,0.094,7.0,7.0,7.0,7.0,8.7,10.0,15.0,8.6,1.0,0,8.421271701
2659,4,Feminino,Privada - Programa de Apadrinhamento,8.8,9.7,0.055999999999999994,8.5,8.0,8.5,9.0,9.1,5.0,15.0,8.8,-1.0,0,8.26887619
2660,4,Feminino,Pública,7.9,9.2,0.063,7.5,5.0,7.5,10.0,8.4,10.0,15.0,8.3,0.0,0,8.266902372
2661,4,Masculino,Privada,8.3,7.6,0.069,7.2,5.0,9.0,7.5,8.2,5.0,15.0,8.1,-1.0,0,7.419398246
2665,4,Feminino,Pública,7.9,7.9,0.055999999999999994,5.7,5.0,4.5,7.5,7.4,5.0,16.0,7.6,-2.0,0,6.807291922
2634,3,Feminino,Pública,8.8,9.2,0.075,4.5,3.0,4.5,6.0,7.1,10.0,13.0,7.7,0.0,0,7.544755929
2663,4,Masculino,Pública,7.5,5.5,0.063,5.8,6.0,6.5,5.0,7.2,10.0,15.0,7.5,0.0,0,6.834286748
2664,4,Feminino,Pública,8.8,9.7,0.069,7.7,6.5,7.5,9.0,7.8,10.0,14.0,8.0,1.0,0,8.384742584
2650,3,Masculino,Pública,8.3,4.0,0.075,2.5,3.5,2.5,1.5,5.9,10.0,14.0,7.1,0.0,0,5.766892064
2655,4,Masculino,Privada,9.2,9.4,0.094,8.2,7.0,8.0,9.5,8.4,10.0,13.0,8.8,1.0,0,8.932712281
2642,3,Masculino,Pública,9.6,9.7,0.075,6.8,8.0,4.5,8.0,7.6,5.0,14.0,7.9,-1.0,0,7.8285
2635,3,Feminino,Pública,7.1,5.7,0.075,8.0,8.5,7.5,8.0,6.6,10.0,12.0,7.3,0.0,0,7.2458
2636,3,Feminino,Privada - Programa de Apadrinhamento,9.2,9.2,0.075,8.5,7.5,8.0,10.0,8.1,10.0,11.0,8.8,1.0,0,8.702387302
2638,3,Feminino,Privada - Programa de Apadrinhamento,9.2,9.8,0.075,7.8,8.5,8.0,7.0,8.0,10.0,11.0,8.8,1.0,0,8.676133333
2639,3,Masculino,Pública,9.6,3.4,0.069,5.3,5.5,3.5,7.0,6.4,10.0,13.0,7.3,0.0,0,6.407590226
2641,3,Feminino,Pública,8.8,6.1,0.081,4.5,3.0,6.5,4.0,7.3,10.0,14.0,8.3,0.0,0,7.098988889
2637,3,Masculino,Pública,8.3,7.4,0.069,4.0,3.5,2.5,6.0,7.1,5.0,15.0,6.5,-1.0,0,6.357733333
2643,3,Masculino,Pública,7.1,5.1,0.075,5.5,5.5,5.5,5.5,6.6,10.0,13.0,7.3,0.0,0,6.610947619
2644,3,Masculino,Pública,9.6,7.2,0.069,4.7,4.5,5.5,4.0,6.2,10.0,12.0,6.9,0.0,0,6.942277778
2647,3,Masculino,Pública,8.8,8.9,0.075,6.0,6.0,5.5,6.5,6.9,10.0,12.0,7.7,0.0,0,7.756457143
2645,3,Feminino,Pública,9.2,9.8,0.08800000000000001,4.5,5.0,3.5,5.0,8.8,10.0,11.0,8.1,1.0,0,8.238553968
2646,3,Masculino,Pública,7.5,3.1,0.069,3.8,3.0,3.5,5.0,4.9,10.0,14.0,6.5,0.0,0,5.457877193
1648,4,Feminino,Pública,8.8,6.9,0.0252,5.3,4.7,5.0,6.2,6.715,10.0,0.0,7.34375,1.0,1,6.644475
1631,4,Masculino,Pública,7.5,8.7,0.0252,5.3,6.0,4.0,6.0,6.7575,5.0,0.0,6.09375,-1.0,1,6.269541667
1632,4,Feminino,Privada - Programa de Apadrinhamento,8.3,9.5,0.0252,6.7,7.7,7.0,5.5,8.96,5.0,0.0,8.125,-1.0,1,7.436566667
1633,4,Feminino,Pública,0.0,7.0,0.056299999999999996,4.5,5.0,6.0,2.5,7.46,5.0,0.0,6.875,-1.0,1,5.5425
1634,4,Feminino,Privada - Programa de Apadrinhamento,7.1,6.7,0.0252,4.8,7.0,3.3,4.2,6.9175,10.0,0.0,6.875,0.0,1,6.337966667
1635,4,Masculino,Pública,8.3,8.3,0.05,7.3,8.0,5.5,8.5,8.045,5.0,0.0,8.125,-2.0,1,7.381566667
1636,4,Masculino,Privada - Programa de Apadrinhamento,0.0,9.9,0.0252,7.5,9.3,7.0,6.2,9.545,5.0,0.0,8.75,-1.0,1,7.016
1637,4,Masculino,Privada - Programa de Apadrinhamento,7.1,9.7,0.0252,7.9,9.3,7.3,7.2,9.3775,10.0,0.0,8.59375,0.0,1,8.221841667
1638,4,Masculino,Pública,10.0,7.9,0.0626,4.3,4.0,3.7,5.2,7.4175,5.0,0.0,7.34375,-2.0,1,6.784075
1640,4,Masculino,Privada - Programa de Apadrinhamento,0.0,10.0,0.0252,8.1,9.3,7.8,7.3,9.5875,5.0,0.0,8.75,-1.0,1,7.171166667
1639,4,Feminino,Privada - Programa de Apadrinhamento,0.0,8.8,0.0252,7.3,7.0,8.0,6.8,8.8325,10.0,0.0,8.125,1.0,1,7.044333333
1629,4,Feminino,Pública,7.5,6.3,0.0252,4.2,5.3,2.0,5.2,7.2125,5.0,0.0,6.71875,-2.0,1,5.709808333
1641,4,Masculino,Privada,8.8,9.9,0.043899999999999995,6.8,7.7,7.0,5.8,8.9175,10.0,0.0,8.125,0.0,1,8.256766667
1642,4,Masculino,Pública,9.6,8.4,0.056299999999999996,4.5,6.0,5.3,2.3,7.0425,5.0,0.0,7.03125,-1.0,1,6.719791667
1646,4,Feminino,Pública,8.8,9.8,0.0689,5.5,6.7,5.2,4.5,7.3825,5.0,0.0,6.875,-2.0,1,7.281433333
1643,4,Feminino,Pública,0.0,8.4,0.05,7.0,6.0,7.2,7.7,7.6275,5.0,0.0,8.125,-2.0,1,6.411333333
1644,4,Feminino,Pública,7.5,9.1,0.05,7.5,6.7,6.3,9.5,8.3775,10.0,123.0,7.8125,1.0,1,8.02675
1647,4,Feminino,Pública,7.5,7.9,0.0252,4.6,6.7,5.0,2.0,7.465,5.0,0.0,7.1875,-1.0,1,6.207083333
1645,4,Masculino,Privada,0.0,3.7,0.05,3.8,5.0,3.3,3.0,6.05,5.0,0.0,7.03125,-2.0,1,4.406458333
1630,4,Masculino,Pública,9.6,7.6,0.0438,6.6,7.0,5.5,7.3,7.09,5.0,0.0,7.03125,-1.0,1,6.857625
1615,4,Masculino,Privada - Programa de Apadrinhamento,9.6,4.5,0.0252,4.3,4.3,4.2,4.5,7.17,5.0,0.0,7.5,-2.0,1,5.661166667
1628,4,Feminino,Pública,8.8,8.3,0.0252,4.8,5.7,4.3,4.5,7.3375,10.0,0.0,7.5,0.0,1,6.971266667
1627,4,Masculino,Pública,8.3,9.5,0.05,5.4,6.0,4.8,5.3,7.7125,5.0,0.0,7.1875,-1.0,1,7.067983333
1609,4,Masculino,Privada - Programa de Apadrinhamento,0.0,9.7,0.0252,7.8,8.7,7.0,7.8,8.4625,10.0,0.0,8.125,0.0,1,7.263666667
1610,4,Masculino,Pública,8.8,9.7,0.0252,6.0,7.0,5.0,6.0,8.1225,10.0,0.0,7.8125,0.0,1,7.67285
1608,4,Masculino,Privada - Programa de Apadrinhamento,7.9,9.4,0.0252,6.5,6.3,6.5,6.7,8.3775,10.0,0.0,8.28125,0.0,1,7.727325
1611,4,Feminino,Pública,8.3,8.6,0.0252,5.6,6.7,5.3,4.8,8.5025,5.0,0.0,8.4375,-1.0,1,6.96965
1612,4,Feminino,Pública,9.2,8.7,0.0252,6.8,6.5,7.2,6.8,8.3375,5.0,0.0,8.90625,-1.0,1,7.333591667
1613,4,Masculino,Privada,8.8,6.2,0.05,6.5,6.0,5.8,7.8,7.3775,5.0,0.0,7.1875,-2.0,1,6.616016667
1614,4,Masculino,Pública,7.9,9.5,0.07519999999999999,7.1,7.3,6.3,7.8,8.5025,10.0,0.0,8.59375,1.0,1,8.430241667
1616,4,Feminino,Pública,8.3,5.3,0.0252,6.3,6.3,6.3,6.2,7.6275,2.5,0.0,7.65625,-3.0,1,5.939858333
1617,4,Feminino,Pública,8.8,7.9,0.0252,7.1,4.7,8.0,8.5,8.045,10.0,0.0,8.28125,0.0,1,7.557558333
1618,4,Masculino,Pública,8.3,9.3,0.07519999999999999,8.2,8.0,7.8,8.7,9.17,10.0,0.0,9.6875,1.0,1,8.881483333
1619,4,Feminino,Pública,10.0,9.9,0.0252,7.2,7.0,6.7,8.0,8.88,10.0,0.0,8.90625,0.0,1,8.345491667
1620,4,Feminino,Pública,8.8,6.6,0.0252,6.9,5.7,6.7,8.3,7.7125,10.0,0.0,7.96875,0.0,1,7.166475
1621,4,Masculino,Pública,8.8,9.3,0.0252,5.7,6.3,4.5,6.3,8.2125,5.0,0.0,7.96875,-2.0,1,7.066475
1622,4,Feminino,Pública,8.8,4.2,0.0252,4.7,5.7,3.5,5.0,7.2925,5.0,0.0,7.5,-2.0,1,5.622266667
1623,4,Masculino,Pública,9.6,8.1,0.0438,5.0,6.7,3.7,4.5,7.17,5.0,0.0,6.875,-1.0,1,6.631333333
1624,4,Feminino,Pública,0.0,6.7,0.0252,6.7,5.7,7.0,7.5,7.88,5.0,0.0,7.96875,-1.0,1,5.811541667
1625,4,Feminino,Pública,8.8,7.6,0.0252,6.1,6.3,5.8,6.3,7.5475,10.0,0.0,7.1875,0.0,1,7.102016667
1626,4,Feminino,Pública,8.8,7.9,0.0252,5.9,6.3,4.8,6.7,8.005,5.0,0.0,7.96875,-1.0,1,6.791641667
1683,4,Feminino,Pública,0.0,4.8,0.0252,3.9,3.0,2.3,6.5,5.375,2.5,0.0,4.21875,-4.0,1,3.745541667
1675,4,Masculino,Pública,0.0,9.8,0.056299999999999996,5.6,6.0,5.3,5.5,8.3775,10.0,0.0,8.75,1.0,1,7.1935
1676,4,Masculino,Privada - Programa de Apadrinhamento,8.8,8.6,0.07519999999999999,7.1,8.0,6.5,6.7,9.21,10.0,0.0,8.90625,0.0,1,8.493058333
1677,4,Feminino,Pública,0.0,7.9,0.0626,4.0,4.7,4.5,2.8,7.46,5.0,0.0,7.34375,-1.0,1,5.732375
1678,4,Masculino,Pública,8.8,10.0,0.06269999999999999,8.9,9.0,8.5,9.3,9.2125,10.0,0.0,8.75,0.0,1,9.006266667
1679,4,Feminino,Privada - Programa de Apadrinhamento,6.7,9.5,0.07519999999999999,6.5,6.3,7.7,5.5,8.7125,10.0,0.0,8.28125,0.0,1,8.189225
1680,4,Feminino,Privada - Programa de Apadrinhamento,6.3,8.5,0.0252,5.5,3.7,4.7,8.0,6.585,10.0,0.0,7.03125,0.0,1,6.690458333
1681,4,Feminino,Pública,8.3,4.6,0.0252,4.7,4.0,6.0,4.0,7.13,2.5,0.0,7.65625,-3.0,1,5.380358333
1682,4,Masculino,Pública,8.8,9.0,0.05,6.1,6.0,4.2,8.0,7.6675,10.0,0.0,7.5,1.0,1,7.671933333
1684,4,Masculino,Outros,9.6,9.2,0.05,7.2,5.7,5.8,10.0,8.88,10.0,0.0,8.59375,0.0,1,8.367208333
1685,4,Feminino,Pública,8.3,9.4,0.0252,6.2,6.0,5.8,6.7,8.42,10.0,0.0,8.125,1.0,1,7.695233333
1686,4,Feminino,Pública,0.0,8.3,0.0252,5.4,4.3,4.7,7.3,8.0025,2.5,0.0,8.28125,-3.0,1,5.677291667
1687,4,Feminino,Pública,7.9,8.1,0.0252,6.3,5.0,6.0,7.8,7.8775,5.0,0.0,8.125,-2.0,1,6.805033333
1688,4,Feminino,Pública,6.7,8.3,0.0252,5.3,4.0,5.5,6.3,8.045,10.0,0.0,7.96875,0.0,1,7.037808333
